sentiment,message
1,"What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens most days. This time you've gone to far! You'll be hearing from the relevant authority, you can count on it.

Regards,
Amber"
1,"Why does your online store have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? Fix it before I call the ombudsman.

Kel Varnsen"
5,"Hey,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Jane"
1,"To Whom It May Concern:

Why does your payments system have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Regards,
A very angry customer"
3,"Please close my account, I have no further need of this service. I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens only sometimes.."
4,"Good morning,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

My order for Humble Pie by Gordon Ramsey still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Remi Francis"
1,"What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens every time. Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Regards,
Douglas Johnson"
3,"To Whom It May Concern:

Even though I've cancelled my order through online store you guys still charged my credit card. How do I go about make a payment?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Art Vandelay"
5,"Hello,

What's your return policy? I just bought Lord of the Rings for my nephew and he absolutely HATES it. Wondering if I can exchange it for Lord of the Rings.

Best regards,
Margaret Jefferson"
2,"Hi,

I am unhappy with your website. When I log in it gives me a dirty, great big error message! This happens only sometimes."
5,"Hey,

Thank you for all your help so far, your staff have been a delight!

A satisfied customer"
4,"Hey,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

How do I go about teach myself to cook? I'm having a problem with your website. Even though I've cancelled my order through online store you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Cheers,
Mary"
1,"Why does your online store have to be so damn complicated? All I want to do is wash the dog, is that really so hard? Give me what I want, or else! You guys are a pack of lousy douchebags.You better start talking sense you morons otherwise I'm taking my business elsewhere!"
2,"Why does your contact center have to be so damn complicated? All I want to do is make a payment, is that really so hard? If you don't fix this immediately I won't hesitate to report you to the company directors.

"
0,"Hello,

Your delivery system is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.

Amber"
1,"Hello,

Your website is terrible. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

Regards,
Remi Francis"
1,"To Whom It May Concern:

Your delivery system is terrible. Even though I've cancelled my order through website you guys still charged my credit card. Give me what I want, or else! You guys are a pack of morons.You better start talking sense you morons otherwise I'm taking my business elsewhere!"
0,"

Why does your delivery system have to be so damn complicated? All I want to do is read a book, is that really so hard? Fix it before I call the relevant authority."
0,"To Whom It May Concern:

Why does your contact center have to be so damn complicated? All I want to do is read a book, is that really so hard? Fix it before I call my lawyer."
5,"Hello,

What's your return policy? I just bought Lord of the Rings for my nephew and he absolutely HATES it. Wondering if I can exchange it for Humble Pie by Gordon Ramsey.

"
3,"Hello,

Do you deliver internationally? I live in Grenada and would really like to order Gullivers Travels as I can't find it anywhere here.

Marcus"
5,"To Whom It May Concern:

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
A satisfied customer"
0,"

I have been waiting on hold now for 1 hour. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

"
5,"Good morning,

How much does shipping on Humble Pie by Gordon Ramsey and David Allen's Getting Things Done cost? Are you able to bundle them together?

Best regards,
Douglas Johnson"
2,"Hello,

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?"
0,"What is wrong with your website?! Even though I've cancelled my order through shopping cart you guys still charged my credit card. Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Regards,
Remi Francis"
3,"Hello,

Even though I've cancelled my order through contact center you guys still charged my credit card. Can you please refund me the correct amount?"
4,"Hi there,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

For some reason I can't seem to log into your shopping cart. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? I just want someone to help me browse, that's all.

That aside, Thank you for all your help so far, your staff have been a delight!

Thanks"
1,"Why does your payments system have to be so damn complicated? All I want to do is browse, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Sincerely,
Art Vandelay"
1,"To Whom It May Concern:

Your website is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. I've had it up to here with you wankers. One more problem and I'm outa here!

Regards,
Walter Cronkite"
3,"Hey,

My order for The Belgariad still hasn't arrived. Can you please give me an update on the status of it?"
1,"Your payments system is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Remi Francis"
0,"Why does your shopping cart have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? This time you've gone to far! You'll be hearing from my lawyer, you can count on it.

Thanks"
1,"Hello,

Your contact center is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.

Regards,
Pratap Chintoju"
2,"To Whom It May Concern:

Why does your contact center have to be so damn complicated? All I want to do is make a payment, is that really so hard? Fix it before I call my lawyer."
1,"Hello,

Your website is terrible. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? If you don't fix this immediately I won't hesitate to report you to the ombudsman."
2,"Hello,

Even though I've cancelled my order through delivery system you guys still charged my credit card. How do I go about teach myself to cook?

Pratap Chintoju"
4,"Good afternoon,

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?

Thank you for all your help so far, your staff have been a delight!

Thank you,
Remi Francis"
2,"To Whom It May Concern:

My order for The Belgariad still hasn't arrived. Can you please give me an update on the status of it?

Regards,
Pratap Chintoju"
2,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

My order for Gullivers Travels still hasn't arrived. Can you please give me an update on the status of it?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Walter Cronkite"
1,"Hello,

What is wrong with your shopping cart?! Even though I've cancelled my order through delivery system you guys still charged my credit card. I've had it up to here with you monumental fuckups. One more problem and I'm outa here!"
2,"Hello,

Why does your contact center have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? I've had it up to here with you morons. One more problem and I'm outa here!

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Amber"
2,"Hi,

What is wrong with your online store?! When I log in it gives me a dirty, great big error message! This happens every day. Give me what I want, or else! You guys are a pack of dickheads.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

"
5,"Good afternoon,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Douglas Johnson"
5,"Good morning,

What's your return policy? I just bought The Belgariad for my nephew and he absolutely HATES it. Wondering if I can exchange it for The Belgariad.

"
0,"I have been waiting on hold now for a whole month. Do you even answer your phones? You should really improve your contact center service, it blows! Could somebody please help me, I'm completely lost and don't know what to do next."
4,"Hello,

Do you deliver internationally? I live in Kuwait and would really like to order Danielle Steel's Wanderlust as I can't find it anywhere here.

"
0,"Why does your online store have to be so damn complicated? All I want to do is wash the dog, is that really so hard? This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Kel Varnsen"
5,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

"
0,"To Whom It May Concern:

Your website is terrible. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of lousy douchebags.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

A very angry customer"
3,"

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?"
0,"Hi,

Your shopping cart is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. I've had it up to here with you morons. One more problem and I'm outa here!

Thanks"
2,"Hello,

What is wrong with your contact center?! Even though I've cancelled my order through delivery system you guys still charged my credit card. Fix it before I call the company directors.

Pratap Chintoju"
0,"To Whom It May Concern:

Why does your shopping cart have to be so damn complicated? All I want to do is browse, is that really so hard? If you don't fix this immediately I won't hesitate to report you to the relevant authority."
1,"Hi,

Please close my account, I have no further need of this service. I'm having a problem with your online store. Even though I've cancelled my order through payments system you guys still charged my credit card..

Thanks"
3,"

Please close my account, I have no further need of this service. I'm having a problem with your payments system. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right?.

"
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. Even though I've cancelled my order through delivery system you guys still charged my credit card.."
3,"Hello,

Even though I've cancelled my order through website you guys still charged my credit card. I just want someone to help me purchase a book, that's all.

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Remi Francis"
0,"Your shopping cart is terrible. When I log in it gives me a dirty, great big error message! This happens every week. This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Regards,
Walter Cronkite"
5,"Hi,

Do you deliver internationally? I live in Indonesia and would really like to order The Belgariad as I can't find it anywhere here.

Marcus"
1,"Hi,

I have been waiting on hold now for 3 days. Do you even answer your phones? You should really improve your contact center service, it blows! I just want someone to help me wash the dog, that's all.

Thanks"
4,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Even though I've cancelled my order through payments system you guys still charged my credit card. How do I go about buy an item?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
A satisfied customer"
1,"I have been waiting on hold now for 30 mintues. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

"
4,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Please close my account, I have no further need of this service. I'm having a problem with your website. When I log in it gives me a dirty, great big error message! This happens every week..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
H.E. Pennypacker"
1,"Hello,

Can you please refund me the correct amount? I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens only sometimes.."
1,"Hi,

What is wrong with your online store?! I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of wankers.You better start talking sense you idiots otherwise I'm taking my business elsewhere!

Jane"
3,"Hello,

My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

Thank you for all your help so far, your staff have been a delight!

Cheers,
Mary"
2,"To Whom It May Concern:

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?"
2,"Hello,

Your payments system is terrible. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? If you don't fix this immediately I won't hesitate to report you to the company directors.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Amber"
4,Do you deliver internationally? I live in Pitcairn Island and would really like to order Lord of the Rings as I can't find it anywhere here.
4,"Good afternoon,

Can someone tell me how I go about placing an order?

"
4,"Good morning,

Do you deliver internationally? I live in Hungary and would really like to order Danielle Steel's Wanderlust as I can't find it anywhere here.

Thanks,
Marcus"
2,"Hi,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

I have been waiting on hold now for 2 hours. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
3,"My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Art Vandelay"
1,"To Whom It May Concern:

What is wrong with your online store?! I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? Fix it before I call my mother-in-law."
4,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Cheers,
Jim"
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your website. Even though I've cancelled my order through website you guys still charged my credit card..

Thanks"
3,"Hello,

My order for The Belgariad still hasn't arrived. Can you please give me an update on the status of it?

Regards,
Art Vandelay"
0,"Hello,

What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens every day. I've had it up to here with you idiots. One more problem and I'm outa here!"
0,"Hi,

Your shopping cart is terrible. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you idiots. One more problem and I'm outa here!"
2,"

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

I am unhappy with your website. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Mary"
4,"Hi there,

Thank you for all your help so far, your staff have been a delight!

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. Even though I've cancelled my order through payments system you guys still charged my credit card..

That aside, Thank you for all your help so far, your staff have been a delight!

Jane"
0,"

I have been waiting on hold now for 1 hour. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about browse?"
1,"Hello,

Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens every time. I've had it up to here with you morons. One more problem and I'm outa here!

Sincerely,
Art Vandelay"
3,"How much does shipping on A Tale of Two Cities by Dickins and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

Thanks,
Julia"
2,"Hello,

Your delivery system is terrible. Even though I've cancelled my order through website you guys still charged my credit card. Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you idiots otherwise I'm taking my business elsewhere!

Regards,
Walter Cronkite"
0,"Hello,

Your payments system is terrible. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you wankers. One more problem and I'm outa here!"
5,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Walter Cronkite"
2,"Hello,

Your delivery system is terrible. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from my lawyer, you can count on it."
2,"Hello,

What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens every time. Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
3,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I just want someone to help me buy an item, that's all.

That aside, Thank you for all your help so far, your staff have been a delight!

Amber"
3,"Hello,

Thank you for all your help so far, your staff have been a delight!

My order for Danielle Steel's Wanderlust still hasn't arrived. Can you please give me an update on the status of it?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks,
Martin"
5,"Hello,

Thank you for all your help so far, your staff have been a delight!

Thanks"
2,"Hello,

Your payments system is terrible. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you morons otherwise I'm taking my business elsewhere!

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Kel Varnsen"
5,"To Whom It May Concern:

How much does shipping on The Belgariad and How to Win Friend and Influence People cost? Are you able to bundle them together?

Douglas Johnson"
2,"

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

I just want someone to help me browse, that's all. I'm having a problem with your website. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, Thank you for all your help so far, your staff have been a delight!

Martin"
5,"Good morning,

What's your return policy? I just bought Gullivers Travels for my nephew and he absolutely HATES it. Wondering if I can exchange it for How to Win Friend and Influence People.

H.E. Pennypacker"
3,"To Whom It May Concern:

My order for Gullivers Travels still hasn't arrived. Can you please give me an update on the status of it?"
5,Can you please close my account? I am moving to Bermuda and won't have need of your service there.
3,"Hello,

Can you please refund me the correct amount? I'm having a problem with your online store. When I log in it gives me a dirty, great big error message! This happens most days..

"
4,"Can someone tell me how I go about placing an order?

Julia"
5,"Good morning,

How much does shipping on A Tale of Two Cities by Dickins and Gullivers Travels cost? Are you able to bundle them together?

Regards,
A satisfied customer"
5,"Hello,

How much does shipping on A Tale of Two Cities by Dickins and Gullivers Travels cost? Are you able to bundle them together?

Amber"
1,"Hello,

Why does your shopping cart have to be so damn complicated? All I want to do is wash the dog, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

"
4,"Hello,

My order for Danielle Steel's Wanderlust still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Best regards,
Kel Varnsen"
3,"I just want someone to help me make a payment, that's all. I'm having a problem with your payments system. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right?."
4,"Good morning,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Douglas Johnson"
3,"Hi,

For some reason I can't seem to log into your contact center. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? Please close my account, I have no further need of this service.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Julia"
1,"Your delivery system is terrible. When I log in it gives me a dirty, great big error message! This happens every day. I know a lot of people and I plan on telling them all about this little incident.

H.E. Pennypacker"
1,"I am unhappy with your payments system. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right?

Thanks"
2,"Hello,

What is wrong with your website?! I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I know a lot of people and I plan on telling them all about this little incident."
2,"Hi,

My order for Danielle Steel's Wanderlust still hasn't arrived. Can you please give me an update on the status of it?"
5,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
Remi Francis"
4,"Hey,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Cheers,
Jane"
2,"Your payments system is terrible. When I log in it gives me a dirty, great big error message! This happens only rarely. Fix it before I call my mother-in-law."
2,"Hello,

Why does your shopping cart have to be so damn complicated? All I want to do is purchase a book, is that really so hard? I've had it up to here with you lousy douchebags. One more problem and I'm outa here!

Thanks"
1,"To Whom It May Concern:

How do I go about wash the dog? I'm having a problem with your shopping cart. Even though I've cancelled my order through payments system you guys still charged my credit card..

H.E. Pennypacker"
3,"To Whom It May Concern:

How much does shipping on Gullivers Travels and Humble Pie by Gordon Ramsey cost? Are you able to bundle them together?

Regards,
Amber"
2,"Hello,

For some reason I can't seem to log into your delivery system. Even though I've cancelled my order through payments system you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

Thank you for all your help so far, your staff have been a delight!

Thanks"
1,"

Your shopping cart is terrible. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

Jim"
3,"Hey,

Can someone tell me how I go about placing an order?

"
2,"Hi,

I have been waiting on hold now for 48 hours. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

Thank you for all your help so far, your staff have been a delight!

Thanks"
2,"

Why does your shopping cart have to be so damn complicated? All I want to do is buy an item, is that really so hard? Fix it before I call the ombudsman."
2,"To Whom It May Concern:

Even though I've cancelled my order through delivery system you guys still charged my credit card. Can you please refund me the correct amount?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
Pratap Chintoju"
3,"My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?

Thanks,
Dave"
2,"Your contact center is terrible. I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right? If you don't fix this immediately I won't hesitate to report you to my lawyer.

Regards,
Amber"
5,"Good afternoon,

Do you deliver internationally? I live in Macao and would really like to order The Belgariad as I can't find it anywhere here.

Regards,
Art Vandelay"
4,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

When I log in it gives me a dirty, great big error message! This happens at least once a week. How do I go about read a book?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Walter Cronkite"
2,"Hello,

I have been waiting on hold now for 48 hours. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?"
3,"

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

For some reason I can't seem to log into your shopping cart. Even though I've cancelled my order through delivery system you guys still charged my credit card. How do I go about make a payment?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
1,"Your website is terrible. When I log in it gives me a dirty, great big error message! This happens at least once a week. This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

"
5,"To Whom It May Concern:

How much does shipping on Gullivers Travels and The Belgariad cost? Are you able to bundle them together?

Best regards,
Amber"
4,"Good morning,

Even though I've cancelled my order through delivery system you guys still charged my credit card. I just want someone to help me browse, that's all.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Martin"
4,"Good morning,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

I just want someone to help me make a payment, that's all. I'm having a problem with your online store. Even though I've cancelled my order through contact center you guys still charged my credit card..

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thank you,
Douglas Johnson"
4,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

I just want someone to help me read a book, that's all. I'm having a problem with your shopping cart. Even though I've cancelled my order through website you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Amber"
4,"Good afternoon,

How much does shipping on Humble Pie by Gordon Ramsey and How to Win Friend and Influence People cost? Are you able to bundle them together?

Remi Francis"
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Best regards,
H.E. Pennypacker"
5,"Good morning,

Can someone tell me how I go about placing an order?

Regards,
H.E. Pennypacker"
2,"Hello,

Why does your contact center have to be so damn complicated? All I want to do is wash the dog, is that really so hard? Fix it before I call the company directors.

Marcus"
4,"Hi there,

What's your return policy? I just bought Gullivers Travels for my nephew and he absolutely HATES it. Wondering if I can exchange it for A Tale of Two Cities by Dickins.

"
0,"I have been waiting on hold now for almost a year. Do you even answer your phones? You should really improve your contact center service, it blows! I just want someone to help me teach myself to cook, that's all."
2,"Hello,

What is wrong with your shopping cart?! Even though I've cancelled my order through payments system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of morons.You better start talking sense you wankers otherwise I'm taking my business elsewhere!

"
4,"Good afternoon,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
H.E. Pennypacker"
0,"To Whom It May Concern:

Why does your shopping cart have to be so damn complicated? All I want to do is read a book, is that really so hard? Fix it before I call the company directors.

Sincerely,
Kel Varnsen"
2,"

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. Even though I've cancelled my order through contact center you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
0,"To Whom It May Concern:

Why does your shopping cart have to be so damn complicated? All I want to do is buy an item, is that really so hard? If you don't fix this immediately I won't hesitate to report you to the ombudsman."
5,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Remi Francis"
5,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Amber"
0,"

What is wrong with your online store?! I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I know a lot of people and I plan on telling them all about this little incident."
2,"To Whom It May Concern:

Your payments system is terrible. When I log in it gives me a dirty, great big error message! This happens every day. I've had it up to here with you morons. One more problem and I'm outa here!"
2,"To Whom It May Concern:

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Pratap Chintoju"
3,"To Whom It May Concern:

For some reason I can't seem to log into your shopping cart. When I log in it gives me a dirty, great big error message! This happens every day. I just want someone to help me buy an item, that's all.

H.E. Pennypacker"
0,"Hello,

What is wrong with your payments system?! I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? Fix it before I call the ombudsman.

Sincerely,
Walter Cronkite"
1,"Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your shopping cart. Even though I've cancelled my order through online store you guys still charged my credit card.."
4,"Hi there,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Cheers,
Julia"
4,"Good morning,

Thank you for all your help so far, your staff have been a delight!

My order for Humble Pie by Gordon Ramsey still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Sincerely,
Amber"
5,"Good afternoon,

Can you please close my account? I am moving to Andorra and won't have need of your service there.

Sincerely,
Walter Cronkite"
2,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

What is wrong with your payments system?! I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Remi Francis"
1,"Can you please refund me the correct amount? I'm having a problem with your website. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right?.

Regards,
Margaret Jefferson"
0,"Why does your payments system have to be so damn complicated? All I want to do is read a book, is that really so hard? Fix it before I call the relevant authority.

"
4,"Good morning,

My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Best regards,
A satisfied customer"
3,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

When I log in it gives me a dirty, great big error message! This happens at least once a week. Can you please refund me the correct amount?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Margaret Jefferson"
1,"Hi,

I have been waiting on hold now for a whole month. Do you even answer your phones? You should really improve your contact center service, it blows! Could somebody please help me, I'm completely lost and don't know what to do next."
1,Your contact center is terrible. Even though I've cancelled my order through payments system you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.
3,"For some reason I can't seem to log into your payments system. When I log in it gives me a dirty, great big error message! This happens every time. How do I go about teach myself to cook?"
4,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Please close my account, I have no further need of this service. I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens every time..

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

"
2,"For some reason I can't seem to log into your website. Even though I've cancelled my order through website you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

Julia"
0,"Hi,

Why does your website have to be so damn complicated? All I want to do is purchase a book, is that really so hard? This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Jane"
3,"My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Remi Francis"
1,"Your online store is terrible. When I log in it gives me a dirty, great big error message! This happens every time. This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

Thanks"
3,"To Whom It May Concern:

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
H.E. Pennypacker"
4,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

For some reason I can't seem to log into your contact center. Even though I've cancelled my order through online store you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thank you,
Walter Cronkite"
